Profit Center,Valid To,Controlling Area,Valid From,Entered On,Created By,Field name of CO-PA characteristic,Department,Person Responsible for Profit Center,User Responsible,Currency,Successor profit center,Country/Region Key,Title,Name 1,Name 2,Name 3,Name 4,City,District,Street,PO Box,Postal Code,P.O. Box Postal Code,Language Key,Telebox number,Telephone 1,Telephone 2,Fax Number,Teletex number,Telex number,Data line,Printer name,Hierarchy Area,Company Code,Joint venture,Recovery Indicator,Equity type,Tax Jurisdiction,Region,Usage,Application,Procedure,Logical System,Lock indicator,PrCtr Formula Planning Template,Segment,Dummy function in length 1,Name,Long Text,Profit center short text for matchcode
24SP,9999-12-31 00:00:00,ITV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,IT24,,,,,,,,,,,,,,,,EN,,,,,,,,,IT24,,,,,,,,,,,,,,,FILAMENT YARN,FILAMENT YARN,FILAMENT YARN
24SR,9999-12-31 00:00:00,ITV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,IT24,,,,,,,,,,,,,,,,EN,,,,,,,,,IT24,,,,,,,,,,,,,,,BRAND MARKETING 3,BRAND MARKETING 3,BRAND MARKETING 3
24TL,9999-12-31 00:00:00,ITV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,IT24,,,,,,,,,,,,,,,,EN,,,,,,,,,IT24,,,,,,,,,,,,,,,GENERAL A/C CONTROL,GENERAL A/C CONTROL,GENERAL A/C CONTROL
24UM,9999-12-31 00:00:00,ITV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,IT24,,,,,,,,,,,,,,,,EN,,,,,,,,,IT24,,,,,,,,,,,,,,,FEED ADDITIVE,FEED ADDITIVE,FEED ADDITIVE
24YY,9999-12-31 00:00:00,ITV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,IT24,,,,,,,,,,,,,,,,EN,,,,,,,,,IT24,,,,,,,,,,,,,,,OILS & FATS,OILS & FATS,OILS & FATS
24ZL,9999-12-31 00:00:00,ITV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,IT24,,,,,,,,,,,,,,,,EN,,,,,,,,,IT24,,,,,,,,,,,,,,,"GRAIN,DAIRY PRODUCTS","GRAIN, DAIRY PRODUCTS","GRAIN,DAIRY PRODUCTS"
33AB,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,PLANT & PROJECT,PLANT & PROJECT,PLANT & PROJECT
33BO,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,AUTO AFRICA SECTION,AUTOMOTIVE AFRICA SECTION,AUTO AFRICA SECTION
33CM,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,INDUSTRIAL MACHINERY,INDUSTRIAL MACHINERY,INDUSTRIAL MACHINERY
33CQ,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,WOODCHIP,WOODCHIP,WOODCHIP
33DH,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,AUTO AFRICA SECTION2,AUTO AFRICA SECTION 2,AUTO AFRICA SECTION2
33FH,9999-12-31 00:00:00,ZAV3,2023-04-01 00:00:00,2023-10-25 00:00:00,STAM,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,FOOD MARKETING,FOOD MARKETING,FOOD MARKETING
33HB,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,CHEMICALS,CHEMICALS,CHEMICALS
33HF,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,BTF HELI FORKLIFT,BTF HELI FORKLIFT,BTF HELI FORKLIFT
33JA,9999-12-31 00:00:00,ZAV3,2025-01-01 00:00:00,2025-04-30 00:00:00,ALCHAN,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,Construction+Realty,Construction & Real Estate,CONSTRUCTION+REALTY
33KU,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,ICT DEPARTMENT,INFORMATION & COMMUNICATION,ICT DEPARTMENT
33LB,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,CERAMICS & MINERALS,CERAMICS & MINERALS,CERAMICS & MINERALS
33MI,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,METAL & MINERAL MISI,METALS & MINERAL RESOURCES(MISI),METAL & MINERAL MISI
33MQ,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,URANIUM,URANIUM,URANIUM
33NX,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,NEW ENERGY-COAL DIV,NEW ENERGY-COAL DIV,NEW ENERGY-COAL DIV
33PP,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,PULP & PAPER PRODUCT,PULP & PAPER PRODUCT,PULP & PAPER PRODUCT
33PR,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,PLATREEF DEVELOPMENT,PLATREEF DEVELOPMENT,PLATREEF DEVELOPMENT
33RI,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,METALS & MINERAL,METALS & MINERAL RESOURCES,METALS & MINERAL
33SA,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,TEXTILE MATERIALS,TEXTILE MATERIALS,TEXTILE MATERIALS
33SP,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,BTF SPLICER,BTF SPLICER,BTF SPLICER
33UR,9999-12-31 00:00:00,ZAV3,2023-04-01 00:00:00,2023-10-25 00:00:00,STAM,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,FRESH FOOD DIVISION,FRESH FOOD DIVISION,FRESH FOOD DIVISION
33WQ,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,SOLAR,SOLAR,SOLAR
33XA,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,ADMIN A/C (OVERHEAD),ADMINISTRATIVE A/C (OVERHEAD),ADMIN A/C (OVERHEAD)
33XB,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,ADMIN (HEAD OFFICE),ADMINISTRATIVE A/C (HEAD OFFICE),ADMIN (HEAD OFFICE)
33XC,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,FUND CONTROL A/C,FUND CONTROL A/C,FUND CONTROL A/C
33XD,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,AFRICA ZZ A/C,AFRICA ZZ A/C,AFRICA ZZ A/C
33XE,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,Africa(New Develop 2,Africa (New Develop 2),AFRICA(NEW DEVELOP 2
33XF,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,AFRICA (NEW DEVELOP),AFRICA ZZ A/C (NEW DEVELOPMENT),AFRICA (NEW DEVELOP)
33XG,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,AFRICA (NEW DEVELOP,AFRICA (NEW DEVELOP 3),AFRICA (NEW DEVELOP
33XO,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,ADMIN DEVELOPMENT,ADMIN DEVELOPMENT,ADMIN DEVELOPMENT
33YI,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,ENERGY DEVELOPMENT,ENERGY DEVELOPMENT,ENERGY DEVELOPMENT
33YU,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,ENERGY TRADE,ENERGY TRADE,ENERGY TRADE
33ZD,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,TEXTILE,TEXTILE,TEXTILE
33ZL,9999-12-31 00:00:00,ZAV3,2023-04-01 00:00:00,2023-10-25 00:00:00,STAM,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,FOOD PROVISIONS,FOOD PROVISIONS,FOOD PROVISIONS
33ZP,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,FOOD PROVISIONS-ZP,FOOD PROVISIONS-ZP,FOOD PROVISIONS-ZP
33ZQ,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,FRESH FOOD BUSINESS,FRESH FOOD BUSINESS,FRESH FOOD BUSINESS
33ZW,9999-12-31 00:00:00,ZAV3,2019-04-01 00:00:00,2022-12-22 00:00:00,MKITTAKA,,,ZA33,,,,,,,,,,,,,,,,EN,,,,,,,,,ZA33,,,,,,,,,,,,,,,IT & TELECOM,INFO TECHNOLOGY & TELECOM,IT & TELECOM
501B,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,501B,,,,NEW YORK,NEW YORK,"1411 BROADWAY, 35TH FL.",,10018-3421,,EN,,(212) 827-5600,,,,,,,US50,,,,,USNY100183421,NY,,,,,X,,,,III Brands LLC /NYK,III Brands LLC /NYK,III BRANDS LLC /NYK
501P,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,501P,,,,NEW YORK,NEW YORK,"1411 BROADWAY, 35TH FL.",,10018-3421,,EN,,(212) 827-5600,,,,,,,US50,,,,,USNY100183421,NY,,,,,,,,,ITOCHU Prominent USA,ITOCHU Prominent USA /NYK,ITOCHU PROMINENT USA
501Y,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,501Y,,,,NEW YORK,NEW YORK,"1411 BROADWAY, 35TH FL.",,10018-3421,,EN,,(212) 827-5600,,,,,,,US50,,,,,USNY100183421,NY,,,,,,,,,Internal Cap & R/E /,Internal Cap & R/E /NYK,INTERNAL CAP & R/E /
501Z,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,501Z,,,,NEW YORK,NEW YORK,"1411 BROADWAY, 35TH FL.",,10018-3421,,EN,,(212) 827-5600,,,,,,,US50,,,,,USNY100183421,NY,,,,,,,,,Textile Division/NYK,Textile Division/NYK,TEXTILE DIVISION/NYK
502A,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-12-05 00:00:00,ALCHAN,,,.,,,,US,,502A,,,Machinery Division,New York,,1251 Avenue of the Americas,,10020-1104,,EN,,,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,C&E Trading,C&E Trading,C&E TRADING
502D,9999-12-31 00:00:00,USV3,2025-01-01 00:00:00,2025-01-13 00:00:00,ALCHAN,,,.,,,,US,,502D,,,,New York,,1251 Avenue of the Americas,,10020-1104,,EN,,,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,Isuzu CommTr of Amer,Isuzu Commercial Truck of America,ISUZU COMMTR OF AMER
502E,9999-12-31 00:00:00,USV3,2025-01-01 00:00:00,2025-01-13 00:00:00,ALCHAN,,,.,,,,US,,502E,,,,New York,,1251 Avenue of the Americas,,10020-1104,,EN,,,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,Isuzu Fin of Amer-Eq,Isuzu Finance of America - Equity,ISUZU FIN OF AMER-EQ
502F,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-03-20 00:00:00,ALCHAN,,,.,,,,,,502F,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,KMRF LLC,Kawasaki Motors Retail Finance LLC,KMRF LLC
502G,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502G,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,TEXMAC  /NYK,TEXMAC  /NYK,TEXMAC  /NYK
502H,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502H,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Power Projects I/NYK,Power Projects I/NYK,POWER PROJECTS I/NYK
502I,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502I,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Aerospace,Aerospace,AEROSPACE
502J,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502J,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Industrials /NYK,Industrials /NYK,INDUSTRIALS /NYK
502K,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502K,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Denyo Mfg. Corp./NYK,Denyo Manufacturing Corp/NYK,DENYO MFG. CORP./NYK
502L,9999-12-31 00:00:00,USV3,2022-01-01 00:00:00,2022-04-01 00:00:00,STAM,,,.,,,,,,502L,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Auto PRU,Auto PRU,AUTO PRU
502M,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502M,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Railway Project/NYK,Railway Project/NYK,RAILWAY PROJECT/NYK
502N,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502N,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,No Amer Engy Svc/NYK,No. Amer. Energy Service/NYK,NO AMER ENGY SVC/NYK
502O,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502O,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Healthcare&Ind.Sys.,Healthcare& Industrial Sys/NYK,HEALTHCARE&IND.SYS.
502P,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502P,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,IndustriousGr-Eq,Industrious Group Inc - Equity,INDUSTRIOUSGR-EQ
502Q,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502Q,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Multiquip Inc./NYK,Multiquip Inc./NYK,MULTIQUIP INC./NYK
502R,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502R,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Telerent /NYK,Telerent /NYK,TELERENT /NYK
502S,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502S,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,TYR Wind Equity A/C,TYR Wind Equity A/C /NYK,TYR WIND EQUITY A/C
502T,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502T,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,TYR Energy /NYK,TYR Energy /NYK,TYR ENERGY /NYK
502U,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502U,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,CIPSA /NYK,CIPSA /NYK,CIPSA /NYK
502V,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-03-21 00:00:00,NANH,,,.,,,,,,502P,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,IAAI -Equity,ITOCHU Automobile America Inc-Equity,IAAI -EQUITY
502W,9999-12-31 00:00:00,USV3,2023-01-01 00:00:00,2023-01-13 00:00:00,BCHOI,,,.,,,,,,502W,,,Machinery Division,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Construct Mach/NYK,Construction Mach/NYK,CONSTRUCT MACH/NYK
502X,9999-12-31 00:00:00,USV3,2023-01-01 00:00:00,2023-01-13 00:00:00,JTUNG,,,.,,,,,,502X,,,Machinery Division,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,ZAXIS FinSvc Ame LLC,ZAXIS Financial Serivces America LLC,ZAXIS FINSVC AME LLC
502Y,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502Y,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Internal Cap & R/E,Internal Capital & R/E/NYK,INTERNAL CAP & R/E
502Z,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,502Z,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Machinery Div./NYK,Machinery DIV_A/C /NYK,MACHINERY DIV./NYK
503A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,503A,,,ICT Division,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Mobile Business,Mobile Business,MOBILE BUSINESS
503B,9999-12-31 00:00:00,USV3,2022-01-01 00:00:00,2022-03-29 00:00:00,KCHOW,,,.,,,,,,503B,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,SVL Next Gen Biz Gr,SVL Next Generation Business Group,SVL NEXT GEN BIZ GR
503C,9999-12-31 00:00:00,USV3,2022-01-01 00:00:00,2022-03-29 00:00:00,KCHOW,,,.,,,,,,503C,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,SVL GM,SVL GM,SVL GM
503F,9999-12-31 00:00:00,USV3,2023-01-01 00:00:00,2023-06-29 00:00:00,ALCHAN,,,.,,,,,,503F,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Financial & Insuranc,Financial & Insurance Business,FINANCIAL & INSURANC
503I,9999-12-31 00:00:00,USV3,2025-01-01 00:00:00,2026-02-24 00:00:00,TTRUONG,,,.,,,,,,503I,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,IT Business,IT Business,IT BUSINESS
503K,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,503K,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Advance Media Techno,Advance Media Technologies/NYK,ADVANCE MEDIA TECHNO
503L,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,503L,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,New Business Develop,New Business Development,NEW BUSINESS DEVELOP
503M,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,503M,,,,SAN JOSE,SANTA CLARA,101 Metro Drive; Suite 340,,95110-1376,,EN,,(212) 818-8000,,,,,,,US50,,,,,USCA951101376,CA,,,,,,,,,Silicon Valley Offic,Silicon Valley Office,SILICON VALLEY OFFIC
